Place Code,Intermediate Zone,Local Authority,Local Authority (code),Population ,Working Age population,Average distance to nearest park or public garden (m),Median distance to nearest park or public garden (m),Average size of nearest park or public garden (m2),Median size of nearest park or public garden (m2),"Average number of parks and public gardens in 1,000 m radius","Median number of parks and public gardens in 1,000 m radius","Average combined size of parks and public gardens in 1,000 m radius (m2)","Median combined size of parks and public gardens in 1,000 m radius (m2)",Average population per park or public garden,Median population per park or public garden,Number of flats in rural and built up areas,Number of flats in rural and built up areas with gardens,Average garden size for flats in built up area,Number of houses in rural and built up area,Number of houses in rural and built up area with gardens,Average garden size for houses in rural and built up area ,SIMD2020 Rank,SIMD2020 Quintile,SIMD2020 Health Domain Rank,Alcohol Hospital visits ratio,Drug hospital visits ratio,Depression (%),Crime Rate,Overcrowded rate,Drive to secondary,Urban or Rural
S01006958,Ellon East,Aberdeenshire,S12000034,1260,748,340.44,278.19,54458.65,54458.65,1.38,1,71040.21,54458,9508.37,9508.37,139,101.29,290.96,550,543,300.48,5980,5,6027,13.32,0.00,16.52%,208.80,2.17%,5.23,URBAN
S01006959,Ellon East,Aberdeenshire,S12000034,689,402,189.53,191.21,45778.27,43298.16,2.00,2,97756.00,97756,9403.23,9373.19,195,142.10,290.96,181,175,405.03,3001,3,3787,59.69,0.00,25.77%,540.64,9.71%,4.21,URBAN
S01006960,Ellon East,Aberdeenshire,S12000034,1015,658,659.39,671.48,54458.65,54458.65,1.36,1,69921.57,54458,9508.37,9508.37,17,12.39,290.96,312,291,331.03,5817,5,6459,0.00,0.00,12.57%,30.17,2.46%,6.28,URBAN
S01006961,Ellon East,Aberdeenshire,S12000034,978,635,710.96,735.43,54458.65,54458.65,1.00,1,54458.00,54458,9508.37,9508.37,0,0.00,0.00,329,304,257.08,6376,5,6684,8.87,0.00,10.53%,*,1.42%,6.79,URBAN
S01006962,Ellon East,Aberdeenshire,S12000034,847,520,400.79,398.54,46869.52,43298.16,2.00,2,97756.00,97756,9416.44,9373.19,57,41.54,290.96,356,349,256.59,6661,5,6113,175.85,0.00,14.66%,84.79,4.13%,3.55,URBAN
S01006963,Ellon East,Aberdeenshire,S12000034,630,417,442.51,400.99,43298.16,43298.16,1.31,1,60054.31,43298,9373.19,9373.19,40,29.15,290.96,243,239,325.80,5761,5,6135,16.06,24.12,12.98%,*,1.66%,4.67,URBAN
S01006964,Ellon East,Aberdeenshire,S12000034,650,469,545.63,572.36,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,175,127.53,290.96,179,164,258.55,5567,4,6175,50.05,18.34,16.39%,123.63,7.83%,5.25,URBAN
S01006965,Ellon West,Aberdeenshire,S12000034,477,308,549.91,543.62,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,55,40.81,306.89,166,162,626.13,6081,5,5563,116.00,0.00,18.55%,*,5.33%,5.66,URBAN
S01006966,Ellon West,Aberdeenshire,S12000034,546,368,1094.97,1135.51,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,4,2.97,306.89,252,238,187.19,3326,3,3694,64.28,54.87,18.25%,255.89,6.81%,6.84,URBAN
S01006967,Ellon West,Aberdeenshire,S12000034,598,404,1138.09,1162.46,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,8,5.94,306.89,231,230,227.46,6516,5,6734,23.90,0.00,15.46%,*,5.88%,7.06,URBAN
S01006968,Ellon West,Aberdeenshire,S12000034,480,269,759.45,762.55,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,8,5.94,306.89,219,205,207.64,4178,3,4829,45.40,0.00,18.78%,344.27,6.61%,6.70,URBAN
S01006969,Ellon West,Aberdeenshire,S12000034,829,462,884.54,997.88,43298.16,43298.16,1.00,1,43298.00,43298,9373.19,9373.19,87,64.55,306.89,330,313,254.75,4469,4,3592,120.53,61.40,23.94%,84.89,5.40%,6.65,URBAN
S01006970,Ellon West,Aberdeenshire,S12000034,638,413,648.33,608.46,54458.65,54458.65,1.93,2,94869.47,97756,9508.37,9508.37,27,20.03,306.89,248,248,350.27,6507,5,6884,5.25,0.00,10.72%,80.18,1.54%,5.66,URBAN
S01006971,Ellon West,Aberdeenshire,S12000034,483,284,284.07,240.35,44042.19,43298.16,1.80,2,86864.40,97756,9382.20,9373.19,90,66.77,306.89,178,176,352.47,4158,3,3808,98.41,36.43,21.94%,233.73,9.22%,5.31,URBAN
S01006972,Ythanside,Aberdeenshire,S12000034,670,430,3649.01,4052.90,992832.75,1229467.61,1.00,1,992832.22,1229467,5227.62,5444.59,16,13.86,934.19,266,248,971.94,5390,4,6754,68.14,23.92,11.27%,*,5.36%,9.53,RURAL
S01006973,Ythanside,Aberdeenshire,S12000034,645,378,4951.21,5222.84,1043939.88,1229467.61,1.00,1,1043939.26,1229467,6086.24,5444.59,17,14.72,934.19,270,261,561.09,5097,4,6040,68.32,25.90,13.43%,191.83,2.11%,8.58,URBAN
S01006974,Ythanside,Aberdeenshire,S12000034,1012,649,5762.56,5813.74,765648.28,1229467.61,1.00,1,765647.66,1229467,7048.71,5444.59,49,42.44,934.19,378,352,386.03,5184,4,6461,35.65,0.00,14.14%,40.19,3.47%,9.20,URBAN
S01006975,Ythanside,Aberdeenshire,S12000034,997,681,6993.76,7377.61,402539.30,54458.65,1.00,1,402538.57,54458,11795.81,9508.37,18,15.59,934.19,456,418,1253.06,5062,4,6519,16.75,14.20,13.65%,51.30,3.15%,12.39,RURAL
S01006976,Ythanside,Aberdeenshire,S12000034,465,287,3439.85,3618.88,338307.38,43298.16,1.00,1,338306.91,43298,9146.48,9373.19,5,4.33,934.19,190,172,1700.33,5243,4,6108,36.43,32.73,14.94%,90.06,6.95%,9.20,RURAL
S01006977,Ythanside,Aberdeenshire,S12000034,784,545,3207.47,2954.12,50761.98,54458.65,1.02,1,51945.33,54458,9330.59,9508.37,22,19.06,934.19,336,298,1180.19,4626,4,6126,17.20,49.61,13.76%,315.96,4.62%,7.76,URBAN
S01006978,Ythsie,Aberdeenshire,S12000034,908,572,3225.54,3330.78,976890.92,976890.92,1.00,1,976890.00,976890,8590.41,8590.41,28,20.00,994.13,429,402,874.84,4404,4,5216,73.60,32.45,13.93%,145.06,7.02%,12.86,URBAN
S01006979,Ythsie,Aberdeenshire,S12000034,989,586,3255.95,3116.39,782456.16,976890.92,1.00,1,782455.40,976890,7939.61,8590.41,16,11.43,994.13,430,405,559.51,4859,4,5680,76.28,16.51,15.23%,84.29,4.75%,10.41,URBAN
S01006980,Ythsie,Aberdeenshire,S12000034,905,589,2253.73,2202.12,976890.92,976890.92,1.00,1,976890.00,976890,8590.41,8590.41,9,6.43,994.13,381,357,1061.60,5258,4,6313,16.13,52.33,12.42%,125.49,4.27%,11.86,URBAN
S01006981,Ythsie,Aberdeenshire,S12000034,747,508,2036.05,2013.55,7390.56,7177.03,1.00,1,7390.52,7177,3164.44,2817.61,19,13.57,994.13,324,306,907.53,4804,4,6165,13.08,0.00,15.49%,40.74,3.01%,12.35,RURAL
S01006982,Ythsie,Aberdeenshire,S12000034,888,562,1617.91,1614.15,4717.11,4717.11,1.00,1,4717.00,4717,5336.41,5336.41,26,18.57,994.13,338,322,382.43,5999,5,6317,48.04,45.60,12.44%,104.91,6.48%,11.30,URBAN
S01006983,Ythsie,Aberdeenshire,S12000034,753,479,2297.62,1843.82,4717.11,4717.11,1.00,1,4717.00,4717,5336.41,5336.41,4,2.86,994.13,292,286,628.38,4708,4,5407,38.50,37.92,14.75%,176.78,2.15%,10.89,URBAN
S01006984,Ythsie,Aberdeenshire,S12000034,916,588,2955.61,2567.62,14167.80,4717.11,1.00,1,14167.66,4717,5502.57,5336.41,17,12.14,994.13,388,356,883.57,5597,5,6800,4.46,0.00,12.99%,175.04,3.99%,11.44,URBAN
S01006985,Barrahill,Aberdeenshire,S12000034,915,567,6789.70,6776.90,65866.53,69943.16,1.00,1,65866.38,69943,29498.99,31109.82,33,25.46,1082.98,422,408,384.24,6102,5,5383,58.47,51.48,15.48%,76.85,5.27%,2.73,URBAN
S01006986,Barrahill,Aberdeenshire,S12000034,666,429,7211.30,7181.10,49345.46,69943.16,1.00,1,49345.32,69943,22970.85,31109.82,20,15.43,1082.98,270,261,332.14,6122,5,4955,31.23,0.00,17.23%,60.35,4.18%,2.86,URBAN
S01006987,Barrahill,Aberdeenshire,S12000034,705,416,7032.50,7028.85,16576.39,4717.11,1.00,1,16576.27,4717,10022.49,5336.41,51,39.34,1082.98,268,246,435.22,5230,4,5242,68.05,0.00,15.14%,250.19,5.86%,3.67,URBAN
S01006988,Barrahill,Aberdeenshire,S12000034,641,430,5019.87,4701.35,32388.77,4717.11,1.00,1,32388.64,4717,16270.59,5336.41,10,7.71,1082.98,232,204,1032.36,5460,4,5573,5.93,0.00,14.52%,93.71,5.72%,4.00,URBAN
S01006989,Barrahill,Aberdeenshire,S12000034,1078,701,7615.91,7722.09,86288.66,69943.16,1.00,1,86288.48,69943,27740.07,31109.82,15,11.57,1082.98,428,395,1209.97,5890,5,6563,50.13,29.15,11.93%,65.44,2.44%,7.27,RURAL
S01006990,Barrahill,Aberdeenshire,S12000034,1000,665,5891.90,5894.35,264009.51,4717.11,1.00,1,264009.19,4717,9043.75,5336.41,11,8.49,1082.98,301,291,804.30,6136,5,6772,20.85,0.00,8.76%,50.00,2.76%,4.20,URBAN
S01006991,Fyvie-Rothie,Aberdeenshire,S12000034,419,254,10717.26,10702.24,976890.92,976890.92,1.00,1,976890.00,976890,8590.41,8590.41,38,30.80,952.08,187,180,470.06,2937,3,3865,135.16,39.87,19.95%,287.30,7.67%,13.04,RURAL
S01006992,Fyvie-Rothie,Aberdeenshire,S12000034,590,377,6582.08,6792.42,933702.93,976890.92,1.00,1,933702.05,976890,9662.77,8590.41,13,10.54,952.08,258,231,1482.37,4609,4,6427,34.54,0.00,14.00%,*,3.45%,12.36,RURAL
S01006993,Fyvie-Rothie,Aberdeenshire,S12000034,545,384,10453.39,10295.36,976890.92,976890.92,1.00,1,976890.00,976890,8590.41,8590.41,0,0.00,0.00,221,209,2020.28,3544,3,5632,78.57,27.00,12.15%,*,5.61%,15.23,RURAL
S01006994,Fyvie-Rothie,Aberdeenshire,S12000034,557,388,9588.99,9509.83,976890.92,976890.92,1.00,1,976890.00,976890,8590.41,8590.41,9,7.29,952.08,240,226,1241.13,3527,3,4739,33.97,25.68,13.26%,*,3.04%,12.28,RURAL
S01006995,Fyvie-Rothie,Aberdeenshire,S12000034,910,586,11538.10,11729.48,346057.69,13945.85,1.00,1,346056.91,13945,10947.01,10145.73,12,9.73,952.08,369,341,1251.24,5419,4,6161,48.63,31.07,10.59%,*,3.26%,11.93,URBAN
S01006996,Fyvie-Rothie,Aberdeenshire,S12000034,894,559,11568.93,11526.31,13945.85,13945.85,1.00,1,13945.00,13945,10145.73,10145.73,23,18.64,952.08,327,317,484.16,5145,4,5735,27.16,0.00,13.58%,105.51,7.03%,12.39,URBAN
S01006997,"Insch, Oyne and Ythanwells",Aberdeenshire,S12000034,860,569,3802.19,3895.35,10222.60,6661.24,1.00,1,10222.07,6661,6514.98,3042.10,11,7.76,1234.58,320,284,1165.38,5642,5,6825,8.60,0.00,9.74%,94.66,2.42%,16.43,RURAL
S01006998,"Insch, Oyne and Ythanwells",Aberdeenshire,S12000034,1332,819,2353.77,2278.00,13945.85,13945.85,1.00,1,13945.00,13945,10145.73,10145.73,28,19.76,1234.58,562,540,843.74,5283,4,5999,45.38,0.00,14.81%,94.15,1.65%,18.66,URBAN
S01006999,"Insch, Oyne and Ythanwells",Aberdeenshire,S12000034,836,541,9216.77,9492.62,11711.55,13945.85,1.00,1,11710.82,13945,6051.95,10145.73,21,14.82,1234.58,349,303,1289.73,4005,3,5802,19.92,0.00,14.68%,98.66,3.07%,15.48,RURAL
S01007000,"Insch, Oyne and Ythanwells",Aberdeenshire,S12000034,1005,570,996.84,672.40,12825.14,13945.85,1.00,1,12824.38,13945,9052.86,10145.73,38,26.82,1234.58,408,376,504.08,5104,4,6119,22.70,0.00,16.48%,164.83,4.10%,19.76,URBAN
S01007001,"Insch, Oyne and Ythanwells",Aberdeenshire,S12000034,1054,601,398.90,407.82,13945.85,13945.85,1.00,1,13945.00,13945,10145.73,10145.73,55,38.82,1234.58,405,379,389.96,4811,4,4507,37.68,45.49,18.88%,144.06,3.97%,19.95,URBAN
S01007002,Clashindarroch,Aberdeenshire,S12000034,754,422,2305.91,2479.10,10130.94,9337.62,1.08,1,11017.89,9337,3815.36,5105.78,22,14.27,1824.57,245,231,969.76,3456,3,4573,23.40,0.00,17.64%,247.75,6.28%,5.66,URBAN
S01007003,Clashindarroch,Aberdeenshire,S12000034,546,341,4615.59,4802.63,11262.74,9337.62,1.00,1,11262.05,9337,3168.92,1702.31,16,10.38,1824.57,224,199,1462.17,5026,4,6798,12.85,0.00,11.78%,128.18,4.96%,8.58,URBAN
S01007004,Clashindarroch,Aberdeenshire,S12000034,790,501,7649.53,8245.28,76564.75,13945.85,1.00,1,76564.16,13945,8200.72,10145.73,18,11.67,1824.57,321,275,1165.91,4349,4,5818,17.73,0.00,12.52%,79.27,2.65%,16.66,RURAL
S01007005,Clashindarroch,Aberdeenshire,S12000034,886,577,3470.85,3186.87,222964.11,375708.22,1.00,1,222963.62,375708,8908.65,8004.63,10,6.48,1824.57,372,340,1439.30,5596,5,6436,39.86,17.75,8.86%,*,1.11%,10.13,RURAL
S01007006,Clashindarroch,Aberdeenshire,S12000034,875,542,8836.93,9744.27,7049.20,643.08,1.00,1,7048.78,643,3764.68,2221.26,49,31.77,1824.57,399,363,1023.46,3732,3,4525,47.46,0.00,17.45%,91.06,5.57%,13.73,RURAL
S01007007,Clashindarroch,Aberdeenshire,S12000034,807,503,6953.47,6472.33,14161.07,15056.85,1.00,1,14160.44,15056,4420.86,5105.78,13,8.43,1824.57,377,344,1461.57,3975,3,6594,4.25,0.00,12.84%,102.12,4.60%,12.00,RURAL
S01007008,Huntly,Aberdeenshire,S12000034,1004,590,334.99,363.89,14527.29,15056.85,1.96,2,24048.15,24394,5324.37,5693.97,85,59.37,354.93,388,366,332.89,3529,3,3713,36.53,65.93,18.71%,149.40,11.00%,2.75,URBAN
S01007009,Huntly,Aberdeenshire,S12000034,1003,624,983.77,926.05,13121.11,15056.85,1.40,1,18087.32,15056,4342.95,5693.97,187,130.60,354.93,346,330,404.06,4587,4,5278,69.70,15.77,15.69%,155.86,8.41%,2.91,URBAN
S01007010,Huntly,Aberdeenshire,S12000034,766,391,844.50,844.09,15056.85,15056.85,1.18,1,16753.82,15056,5693.97,5693.97,112,78.22,354.93,302,286,427.89,6155,5,4808,74.24,23.32,20.97%,171.08,3.71%,3.46,URBAN
S01007011,Huntly,Aberdeenshire,S12000034,769,496,559.20,548.23,15056.85,15056.85,1.38,1,18621.42,15056,5693.97,5693.97,238,166.22,354.93,264,228,211.56,2087,2,3128,124.99,0.00,20.12%,647.76,8.40%,2.99,URBAN
S01007012,Huntly,Aberdeenshire,S12000034,672,393,363.59,339.64,15056.85,15056.85,1.16,1,16550.08,15056,5693.97,5693.97,8,5.59,354.93,317,313,168.97,1701,2,2821,130.04,323.12,19.48%,269.18,12.87%,3.89,URBAN
S01007013,Auchterless and Monquhitter,Aberdeenshire,S12000034,567,338,13996.43,13871.96,66612.72,16961.18,1.00,1,66612.50,16961,12916.22,13152.18,10,8.25,1066.58,220,200,1633.43,5021,4,5647,42.07,28.78,14.76%,109.08,1.24%,5.03,RURAL
S01007014,Auchterless and Monquhitter,Aberdeenshire,S12000034,1076,683,12570.36,12176.84,8882.30,9547.27,1.00,1,8881.85,9547,7536.12,5105.78,9,7.43,1066.58,422,391,1099.47,5146,4,6505,6.95,0.00,13.90%,66.79,2.01%,5.31,URBAN
S01007015,Auchterless and Monquhitter,Aberdeenshire,S12000034,666,437,9150.92,8369.61,1459.94,63.89,1.00,1,1459.09,63,4593.43,5105.78,9,7.43,1066.58,284,252,1306.57,4054,3,5781,11.27,22.70,11.28%,45.80,0.00%,12.96,RURAL
S01007016,Auchterless and Monquhitter,Aberdeenshire,S12000034,563,396,15555.04,15545.04,630150.49,976890.92,1.00,1,630149.59,976890,8761.04,8590.41,12,9.90,1066.58,235,215,1420.00,4305,4,5482,11.57,25.44,14.72%,91.06,6.25%,9.69,RURAL
S01007017,Turriff,Aberdeenshire,S12000034,925,568,14045.54,14094.44,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,154,98.00,323.21,370,351,204.54,3455,3,3561,16.09,0.00,21.96%,247.45,8.11%,2.23,URBAN
S01007018,Turriff,Aberdeenshire,S12000034,936,543,13638.39,13600.09,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,31,19.73,323.21,409,403,430.70,5257,4,5676,52.78,0.00,18.43%,32.31,8.69%,3.21,URBAN
S01007019,Turriff,Aberdeenshire,S12000034,652,414,13963.31,13995.55,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,21,13.36,323.21,295,275,264.19,3870,3,3864,104.73,117.41,20.89%,60.53,11.88%,2.36,URBAN
S01007020,Turriff,Aberdeenshire,S12000034,697,432,14378.73,14355.22,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,199,126.64,323.21,240,208,508.33,3590,3,3168,51.65,96.69,23.25%,385.68,8.59%,1.77,URBAN
S01007021,Turriff,Aberdeenshire,S12000034,809,466,14341.92,14372.00,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,20,12.73,323.21,384,380,295.30,4546,4,4339,55.46,38.45,17.22%,63.74,5.35%,2.54,URBAN
S01007022,Turriff,Aberdeenshire,S12000034,506,288,14701.93,14664.82,16961.18,16961.18,1.00,1,16961.00,16961,13152.18,13152.18,4,2.55,323.21,213,213,418.24,4630,4,5093,23.33,0.00,19.17%,*,6.43%,3.13,URBAN
S01007023,"Portsoy, Fordyce and Cornhill",Aberdeenshire,S12000034,465,282,5620.22,5785.74,8222.19,11678.15,1.00,1,8222.00,11678,3281.34,3082.75,9,6.15,474.26,259,203,874.71,3989,3,4308,23.52,0.00,13.39%,178.93,3.85%,13.66,RURAL
S01007024,"Portsoy, Fordyce and Cornhill",Aberdeenshire,S12000034,1014,602,5231.26,5013.32,1170.57,63.89,1.00,1,1169.91,63,4571.16,5105.78,16,10.93,474.26,476,424,1022.59,3091,3,4144,10.30,50.45,17.09%,50.94,5.33%,16.38,RURAL
S01007025,"Portsoy, Fordyce and Cornhill",Aberdeenshire,S12000034,844,482,6965.32,6989.63,8078.19,11678.15,1.00,1,8078.00,11678,3289.61,3082.75,45,30.75,474.26,370,358,286.06,2688,2,2846,163.15,81.83,21.58%,95.54,8.08%,13.67,URBAN
S01007026,"Portsoy, Fordyce and Cornhill",Aberdeenshire,S12000034,875,503,6722.93,6681.88,11450.79,11678.15,1.00,1,11450.63,11678,3095.81,3082.75,129,88.16,474.26,361,313,410.19,4223,4,4210,48.90,20.41,20.52%,124.38,3.95%,12.75,URBAN
